noun,gender,gloss
gerenciamiento,masculine,management
gesto,masculine,gesture
gigantismo,masculine,gigantism
gimnasio,masculine,gymnasium
giratorio,masculine,rotary
giro,masculine,turn
globalismo,masculine,globalism
globo,masculine,globe
glorio,masculine,glorio
glosario,masculine,glossary
gnosticismo,masculine,gnosticism
gobierno,masculine,government
golfo,masculine,gulf
golpismo,masculine,coupism
gordo,masculine,fat
grado,masculine,grade
gradualismo,masculine,gradualism
grafismo,masculine,graphism
gramaje,masculine,grammage
grancanario,masculine,gran canarian
granito,masculine,granite
gratuito,masculine,free
gravitatorio,masculine,gravitational
gregario,masculine,gregarious
gregorio,masculine,gregorio
gremialismo,masculine,trade unionism
grimorio,masculine,grimoire
grito,masculine,shout
grueso,masculine,thick
grupo,masculine,group
gráfico,masculine,graphic
guaje,masculine,gourd
gualterio,masculine,gualterio
guapo,masculine,handsome
guarismo,masculine,guarism
guerrero,masculine,warrior
guillermo,masculine,guillermo
gustavo,masculine,gustavo
gusto,masculine,taste
género,masculine,genre
hablo,masculine,speak
hacendario,masculine,landowner
hacinamiento,masculine,overcrowding
hacktivismo,masculine,hacktivism
hardware,masculine,hardware
harto,masculine,fed up
hecho,masculine,fact
hedonismo,masculine,hedonism
helenismo,masculine,hellenism
helicóptero,masculine,helicopter
heliocentrismo,masculine,heliocentrism
hembrismo,masculine,feminism (female dominance)
hemisferio,masculine,hemisphere
herbario,masculine,herbarium
herbolario,masculine,herbalist shop
heredamiento,masculine,inheritance
heredero,masculine,heir
hereditario,masculine,hereditary
hermafroditismo,masculine,hermaphroditism
hermanamiento,masculine,fraternization
hermetismo,masculine,hermetism
heroismo,masculine,heroism
herraje,masculine,hardware fittings
herrerismo,masculine,herreroism
hidromasaje,masculine,hydromassage
hielo,masculine,ice
hieratismo,masculine,hieratism
hierro,masculine,iron
hilario,masculine,hilario
hilo,masculine,thread
himnario,masculine,hymn book
himno,masculine,hymn
hinchamiento,masculine,swelling
hinduismo,masculine,hinduism
hiperparatiroidismo,masculine,hyperparathyroidism
hiperrealismo,masculine,hyperrealism
hipertiroidismo,masculine,hyperthyroidism
hipismo,masculine,horse riding
hipnotismo,masculine,hypnotism
hipofisario,masculine,pituitary gland-related
hipogonadismo,masculine,hypogonadism
hipotecario,masculine,mortgage-related
hipotiroidismo,masculine,hypothyroidism
hippismo,masculine,horse riding
hirsutismo,masculine,hirsutism
hispanismo,masculine,hispanism
histerismo,masculine,hystericism
histograma,masculine,histogram
historicismo,masculine,historicism
histrionismo,masculine,histrionism
holismo,masculine,holism
hombro,masculine,shoulder
homenaje,masculine,tribute
homicidio,masculine,homicide
homosexualismo,masculine,homosexuality
honesto,masculine,honest
honorario,masculine,fee
honorio,masculine,honorio
hooliganismo,masculine,hooliganism
horario,masculine,schedule
horizonte,masculine,horizon
horno,masculine,oven
hospedaje,masculine,lodging
hospital,masculine,hospital
hospitalario,masculine,hospital-based
hostigamiento,masculine,harassment
hotel,masculine,hotel
hueco,masculine,hollow
hueso,masculine,bone
huevo,masculine,egg
humanismo,masculine,humanism
humanitario,masculine,humanitarian
humanitarismo,masculine,humanitarianism
humo,masculine,smoke
humorismo,masculine,humorism
hundimiento,masculine,collapse
hábito,masculine,habit
iberismo,masculine,iberism
idealismo,masculine,idealism
ideario,masculine,ideology
identitario,masculine,identity-based
idioma,masculine,language
idiotismo,masculine,idiocy
ignacio,masculine,ignacio
igualitario,masculine,egalitarian
igualitarismo,masculine,egalitarianism
ilario,masculine,ilario
iluminismo,masculine,illuminism
ilusionismo,masculine,illusionism
ilusorio,masculine,illusory
imaginario,masculine,imaginary
impacto,masculine,impact
impedimento,masculine,obstacle
imperialismo,masculine,imperialism
imperio,masculine,empire
implemento,masculine,tool
impresionismo,masculine,impressionism
improperio,masculine,insult
impuesto,masculine,tax
impulso,masculine,impulse
impuso,masculine,imposed
incendiario,masculine,incendiary
incendio,masculine,fire
incensario,masculine,incense burner
inconformismo,masculine,nonconformism
incremento,masculine,increase
incumplimiento,masculine,breach of obligation
independentismo,masculine,separatism
indicador,masculine,indicator
indigenismo,masculine,indigenism
indio,masculine,indian
individualismo,masculine,individualism
individuo,masculine,individual
indumento,masculine,clothing
industrialismo,masculine,industrialism
infantilismo,masculine,infantilism
infierno,masculine,hell
infinito,masculine,infinite
inflacionario,masculine,inflationary
inflamatorio,masculine,inflammatory
info,masculine,info
informalismo,masculine,informalism
informe,masculine,report
ingreso,masculine,income
inhibitorio,masculine,inhibitory
inicio,masculine,start
injusto,masculine,unfair
inmediato,masculine,immediate
inmobiliario,masculine,real estate-related
inmovilismo,masculine,immobilism
inmunitario,masculine,immune-related
innecesario,masculine,unnecessary
insatisfactorio,masculine,unsatisfactory
institucionalismo,masculine,institutionalism
instituto,masculine,institute
instrumento,masculine,instrument
insulto,masculine,insult
integrismo,masculine,fundamentalism
intelectualismo,masculine,intellectualism
intenso,masculine,intense
intento,masculine,attempt
interaccionismo,masculine,interactionism
interbibliotecario,masculine,interlibrary
intercambio,masculine,exchange
interdisciplinario,masculine,interdisciplinary
interiorismo,masculine,interior design
intermediario,masculine,intermediary
intermedio,masculine,intermediate
internacionalismo,masculine,internationalism
internamiento,masculine,internment
interno,masculine,internal
interplanetario,masculine,interplanetary
interrogatorio,masculine,interrogatory
interruptor,masculine,switch
interuniversitario,masculine,inter-university
intervalo,masculine,interval
intervencionismo,masculine,interventionism
interés,masculine,interest
intimidatorio,masculine,intimidatory
intimismo,masculine,intimism
introductorio,masculine,introductory
intrusismo,masculine,intrusionism
inventario,masculine,inventory
invento,masculine,invention
invierno,masculine,winter
invito,masculine,invite
involucramiento,masculine,involvement
involuntario,masculine,involuntary
iorio,masculine,iorio
irracionalismo,masculine,irrationalism
islamismo,masculine,islamism
ismo,masculine,-ism
isomorfismo,masculine,isomorphism
itinerario,masculine,itinerary
iusnaturalismo,masculine,natural law theory
izamiento,masculine,hoisting
izquierdismo,masculine,leftism
izquierdo,masculine,left
jacobinismo,masculine,jacobinism
jainismo,masculine,jainism
jalisco,masculine,jalisco
janeiro,masculine,january
jansenismo,masculine,jansenism
januario,masculine,january
jardín,masculine,garden
jesucristo,masculine,jesus christ
jolgorio,masculine,festivity
judaismo,masculine,judaism
judiciario,masculine,judicial
judío,masculine,jewish
juego,masculine,game
jugo,masculine,juice
juicio,masculine,judgment
jumento,masculine,donkey
juramento,masculine,oath
juro,masculine,swear
justicialismo,masculine,justicialism
juzgamiento,masculine,trial
keynesianismo,masculine,keynesianism
kilometraje,masculine,mileage
kirchnerismo,masculine,kirchnerism
krausismo,masculine,krausism
laboratorio,masculine,laboratory
laborismo,masculine,labourism
lado,masculine,side
ladrillo,masculine,brick
lago,masculine,lake
laicismo,masculine,secularism
laje,masculine,slab
lamento,masculine,lament
lanzamiento,masculine,launch
lapidario,masculine,lapidary
largometraje,masculine,feature film
lario,masculine,lario
larvario,masculine,larvae breeding place
latifundismo,masculine,latifundism
lavatorio,masculine,washbasin
leccionario,masculine,lectionary
legalismo,masculine,legalism
legatario,masculine,legatee
legendario,masculine,legendary
legionario,masculine,legionary
legítimo,masculine,legitimate
lema,masculine,motto
lenguaje,masculine,language
leninismo,masculine,leninism
lento,masculine,slow
leo,masculine,leo
leopoldo,masculine,leopoldo
lesbianismo,masculine,lesbianism
levantamiento,masculine,uprising
leyendo,masculine,reading
leído,masculine,read
liberalismo,masculine,liberalism
liberio,masculine,liberio
libertario,masculine,libertarian
libertarismo,masculine,libertarianism
libertinaje,masculine,licentiousness
liborio,masculine,liborio
libramiento,masculine,clearance
librecambismo,masculine,free trade
librepensamiento,masculine,freethought
libro,masculine,book
licenciamiento,masculine,licensing
licenciatario,masculine,licensee
liceo,masculine,high school
ligamento,masculine,ligament
ligamiento,masculine,binding
ligero,masculine,light
ligorio,masculine,ligorio
limpio,masculine,clean
linaje,masculine,lineage
linchamiento,masculine,lynching
lindo,masculine,pretty
lineamiento,masculine,guideline
linimento,masculine,liniment
lirismo,masculine,lyricism
literario,masculine,literary
livramento,masculine,release
llamamiento,masculine,call
llamo,masculine,call
llevo,masculine,carry
localismo,masculine,localism
locatario,masculine,tenant
locutorio,masculine,phone booth
logro,masculine,achievement
lorenzo,masculine,lorenzo
lotario,masculine,lotario
lucario,masculine,lucario
lucernario,masculine,lamp holder
lucimiento,masculine,lustre
lucro,masculine,profit
ludismo,masculine,luddism
lugar,masculine,place
lunario,masculine,lunar calendar
luteranismo,masculine,lutheranism
lápiz,masculine,pencil
límite,masculine,limit
macario,masculine,macario
macarthismo,masculine,mccarthyism
macartismo,masculine,mccarthyism
machismo,masculine,machismo
macrismo,masculine,macrism
macrocentro,masculine,macrocenter
maderismo,masculine,maderism
madridismo,masculine,madridism
maduro,masculine,mature
magario,masculine,magario
magisterio,masculine,teaching profession
magnetismo,masculine,magnetism
maje,masculine,majesty
malabarismo,masculine,juggling
maldito,masculine,damned
malfuncionamiento,masculine,malfunction
maltrato,masculine,mistreatment
mamario,masculine,mammary
mandamiento,masculine,command
mandatario,masculine,mandatory holder
mandato,masculine,mandate
manierismo,masculine,mannerism
manifiesto,masculine,manifesto
mantenimiento,masculine,maintenance
mantuvo,masculine,kept
manual,masculine,manual
mapa,masculine,map
maquiavelismo,masculine,machiavellianism
maquillaje,masculine,makeup
maquinismo,masculine,machinism
mar,masculine,sea
marcador,masculine,marker
marcaje,masculine,marking
marchitamiento,masculine,withering
marco,masculine,frame
maridaje,masculine,marriage pairing
mario,masculine,mario
mariposario,masculine,butterfly garden
martillo,masculine,hammer
marxismo,masculine,marxism
masaje,masculine,massage
masculinismo,masculine,masculinism
masoquismo,masculine,masochism
massismo,masculine,massism
mateo,masculine,mateo
material,masculine,material
materialismo,masculine,materialism
mato,masculine,kill
matrimonio,masculine,marriage
mauricio,masculine,mauricio
maximalismo,masculine,maximalism
mayoritario,masculine,majoritarian
maíz,masculine,corn
mecanicismo,masculine,mechanism
mecanismo,masculine,mechanism
medicamento,masculine,medicine
medievalismo,masculine,medievalism
mediometraje,masculine,medium-length film
mediterráneo,masculine,mediterranean
megalitismo,masculine,megalithism
mejoramiento,masculine,improvement
memento,masculine,memento
menaje,masculine,household goods
menemismo,masculine,menemism
mensaje,masculine,message
mentalismo,masculine,mentalism
mento,masculine,chin
menú,masculine,menu
mercado,masculine,market
mercantilismo,masculine,mercantilism
mercedario,masculine,grantee
mercenario,masculine,mercenary
merecimiento,masculine,deserving
meritorio,masculine,meritorious
mero,masculine,mere
mesenterio,masculine,mesentery
mesianismo,masculine,messianism
mestizaje,masculine,miscegenation
metabolismo,masculine,metabolism
metal,masculine,metal
metalenguaje,masculine,metalanguage
metamorfismo,masculine,metamorphism
meteorismo,masculine,meteorism
metraje,masculine,footage
metro,masculine,subway
metrocentro,masculine,metro center
mexicanismo,masculine,mexicanism
micro,masculine,micro
microcentro,masculine,microcenter
microcrédito,masculine,microcredit
micromachismo,masculine,micromachismo
microorganismo,masculine,microorganism
micrófono,masculine,microphone
miedo,masculine,fear
miento,masculine,lie
migratorio,masculine,migratory
milagro,masculine,miracle
milenario,masculine,millennial
milenarismo,masculine,millenarianism
miliario,masculine,mile marker
militarismo,masculine,militarism
millaje,masculine,mileage
millonario,masculine,millionaire
mimetismo,masculine,mimicry
mineral,masculine,mineral
mingitorio,masculine,urinal
minimalismo,masculine,minimalism
ministerio,masculine,ministry
minoritario,masculine,minoritarian
minuto,masculine,minute
mio,masculine,mine
miramiento,masculine,gaze
miro,masculine,miro
misionario,masculine,missionary
misterio,masculine,mystery
misticismo,masculine,mysticism
mito,masculine,myth
mobiliario,masculine,furniture-related
modelaje,masculine,modeling
modelamiento,masculine,modeling
modelismo,masculine,modelism
modelo,masculine,model
modernismo,masculine,modernism
moderno,masculine,modern
modismo,masculine,fashionism
modo,masculine,way
molesto,masculine,annoying
momento,masculine,moment
monarquismo,masculine,monarchism
monasterio,masculine,monastery
monesterio,masculine,monastery
monetario,masculine,monetary
monetarismo,masculine,monetarism
monismo,masculine,monism
monitor,masculine,monitor
monitorio,masculine,monitoring
monofilamento,masculine,monofilament
monolingüismo,masculine,monolingualism
monopolio,masculine,monopoly
monstruo,masculine,monster
montaje,masculine,assembly
montañismo,masculine,mountaineering
montecitorio,masculine,montecitorio
montevideo,masculine,montevideo
monto,masculine,amount
montorio,masculine,cemetery
monumento,masculine,monument
moralismo,masculine,moralism
moratorio,masculine,moratorium
moreno,masculine,brunette
morio,masculine,morio
mormonismo,masculine,mormonism
mortuorio,masculine,mortuary
moto,masculine,motorcycle
motociclismo,masculine,motorcycling
motor,masculine,engine
movimento,masculine,movement
movimiento,masculine,movement
muero,masculine,die
muestrario,masculine,sample book
multicanal,masculine,multichannel
multicentro,masculine,multicenter
multicolor,masculine,multicolor
multiculturalismo,masculine,multiculturalism
multidisciplinario,masculine,multidisciplinary
multilateralismo,masculine,multilateralism
multilenguaje,masculine,multilanguage
multilingüismo,masculine,multilingualism
multimillonario,masculine,multimillionaire
multipartidismo,masculine,multipartisanship
multitudinario,masculine,mass
multiusuario,masculine,multiuser
mundo,masculine,world
municipalismo,masculine,municipalism
municipio,masculine,municipality
muralismo,masculine,muralism
muro,masculine,wall
museo,masculine,museum
mutismo,masculine,mutism
mutualismo,masculine,mutualism
mysterio,masculine,mystery
mármol,masculine,marble
mérito,masculine,merit
método,masculine,method
mío,masculine,mine
módulo,masculine,module
móvil,masculine,mobile
nacimiento,masculine,birth
nacionalcatolicismo,masculine,national catholicism
nacionalismo,masculine,nationalism
nacionalsocialismo,masculine,national socialism
nacismo,masculine,nazism
narcisismo,masculine,narcissism
narcoterrorismo,masculine,narcoterrorism
nario,masculine,yearbook
nascimento,masculine,birth
natatorio,masculine,swimming pool
nativismo,masculine,nativism
naturalismo,masculine,naturalism
naturismo,masculine,naturism
navarro,masculine,navarro
nazario,masculine,nazario
nazismo,masculine,nazism
necesario,masculine,necessary
nectario,masculine,nectary
negacionismo,masculine,negationism
negativismo,masculine,negativism
negocio,masculine,business
neoclasicismo,masculine,neoclassicism
neocolonialismo,masculine,neocolonialism
neoconservadurismo,masculine,neoconservatism
neofascismo,masculine,neofascism
neoliberalismo,masculine,neoliberalism
neologismo,masculine,neologism
neomarxismo,masculine,neomarxism
neonazismo,masculine,neonazism
neoplatonismo,masculine,neoplatonism
neorrealismo,masculine,neorealism
nepotismo,masculine,nepotism
nerio,masculine,nerio
nerviosismo,masculine,nervousness
nestorio,masculine,nestorius
nieto,masculine,grandson
nihilismo,masculine,nihilism
nintendo,masculine,nintendo
nismo,masculine,nism
nivel,masculine,level
nobiliario,masculine,nobiliary
nocturno,masculine,nocturnal
nodo,masculine,node
nomadismo,masculine,nomadism
nombramiento,masculine,appointment
nombre,masculine,name
nominalismo,masculine,nominalism
nonagenario,masculine,nonagenarian
norte,masculine,north
notario,masculine,notary
noticiario,masculine,news bulletin
notorio,masculine,notorious
novenario,masculine,novena
novio,masculine,boyfriend
nudismo,masculine,nudism
numerario,masculine,cash
numero,masculine,number
núcleo,masculine,core
número,masculine,number
obispo,masculine,bishop
obituario,masculine,obituary
objetivismo,masculine,objectivism
objeto,masculine,object
obligatorio,masculine,mandatory
obraje,masculine,workshop
obrero,masculine,worker
observatorio,masculine,observatory
obstruccionismo,masculine,obstructionism
obstáculo,masculine,obstacle
obtuvo,masculine,obtained
obvio,masculine,obvious
octanaje,masculine,octane rating
octogenario,masculine,octogenarian
ocultamiento,masculine,concealment
ocultismo,masculine,occultism
oculto,masculine,hidden
océano,masculine,ocean
odio,masculine,hatred
oeste,masculine,west
ofertorio,masculine,offertory
oficialismo,masculine,officialism
oficio,masculine,trade
ofrecimiento,masculine,offering
okdiario,masculine,okdiario
oleaje,masculine,surf
olegario,masculine,olegarius
olfatorio,masculine,olfactory
olimpismo,masculine,olympism
onanismo,masculine,onanism
ondulatorio,masculine,undulatory
ontario,masculine,ontario
operario,masculine,worker
oportunismo,masculine,opportunism
optimismo,masculine,optimism
opuesto,masculine,opposite
oratorio,masculine,oratory
ordenador,masculine,computer
ordenamiento,masculine,arrangement
ordinario,masculine,ordinary
orfismo,masculine,orphism
organicismo,masculine,organicism
organigrama,masculine,organizational chart
organismo,masculine,organism
orgullo,masculine,pride
orientalismo,masculine,orientalism
originario,masculine,original
orio,masculine,orio
ornamento,masculine,ornament
oro,masculine,gold
orto,masculine,ortho
osario,masculine,ossuary
oscurantismo,masculine,obscurantism
oscurecimiento,masculine,darkening
oscuro,masculine,dark
osorio,masculine,osorio
ossorio,masculine,ossorio
ostracismo,masculine,ostracism
otario,masculine,fool
otorgamiento,masculine,granting
otoño,masculine,autumn
ovario,masculine,ovary
oviedo,masculine,oviedo
oxígeno,masculine,oxygen
oído,masculine,ear
pacifismo,masculine,pacifism
paco,masculine,paco
pacto,masculine,pact
padecimiento,masculine,suffering
paganismo,masculine,paganism
paisaje,masculine,landscape
paisajismo,masculine,landscape painting
paisanaje,masculine,fellow townsfolk
paje,masculine,page
palacio,masculine,palace
paludismo,masculine,malaria
pan,masculine,bread
panafricanismo,masculine,pan-africanism
panamericanismo,masculine,pan-americanism
panorama,masculine,panorama
papel,masculine,paper
papiamento,masculine,papiamento
paquete,masculine,package
paracaidismo,masculine,parachuting
paradigma,masculine,paradigm
paraje,masculine,spot
paralaje,masculine,shipping
paralelismo,masculine,parallelism
paramento,masculine,vestment
paramilitarismo,masculine,paramilitarism
parasitario,masculine,parasitic
parasitismo,masculine,parasitism
paraíso,masculine,paradise
parcelamiento,masculine,parceling
parcelario,masculine,parcel
pario,masculine,pair
paritario,masculine,equal
paritorio,masculine,delivery room
parkinsonismo,masculine,parkinsonism
parlamentario,masculine,parliamentarian
parlamentarismo,masculine,parliamentarism
parlamento,masculine,parliament
parnasianismo,masculine,parnassianism
paro,masculine,strike
paroxismo,masculine,paroxysm
parque,masculine,park
particularismo,masculine,particularism
partidario,masculine,partisan
partidismo,masculine,partisanship
partido,masculine,political party
parto,masculine,childbirth
parvulario,masculine,kindergarten
pasaje,masculine,passage
paseo,masculine,walk
pasillo,masculine,corridor
paso,masculine,step
pastillaje,masculine,pill dosage
pasto,masculine,pasture
patentamiento,masculine,patenting
paternalismo,masculine,paternalism
patetismo,masculine,pathos
patinaje,masculine,skating
patio,masculine,courtyard
patrimonio,masculine,heritage
patriotismo,masculine,patriotism
patronaje,masculine,patronage
patrullaje,masculine,patrol
paulo,masculine,paulo
pavimento,masculine,pavement
país,masculine,country
peaje,masculine,toll
pecuario,masculine,livestock-related
pedazo,masculine,piece
pedimento,masculine,legal fee
pedo,masculine,fart
pegamento,masculine,glue
pelagianismo,masculine,pelagianism
pelaje,masculine,fur
peligro,masculine,danger
penitenciario,masculine,penitentiary
pensamento,masculine,thought
pensamiento,masculine,thought
pensionario,masculine,pensioner
pentecostalismo,masculine,pentecostalism
peregrinaje,masculine,pilgrimage
perfeccionamiento,masculine,improvement
perfeccionismo,masculine,perfectionism
perfil,masculine,profile
periodismo,masculine,journalism
periodo,masculine,period
peristaltismo,masculine,peristalsis
peritaje,masculine,expert appraisal
periódico,masculine,newspaper
perjuicio,masculine,damage
permiso,masculine,permission
peronismo,masculine,peronism
personaje,masculine,character
personalismo,masculine,personalism
período,masculine,period
pesaje,masculine,weighing
pesimismo,masculine,pessimism
peso,masculine,weight
peticionario,masculine,petitioner
petitorio,masculine,petition
petróleo,masculine,oil
pigmentario,masculine,pigmentary
pigmento,masculine,pigment
pillaje,masculine,looting
pilotaje,masculine,piloting
piloto,masculine,pilot
pimiento,masculine,pepper
pinario,masculine,pinario
pinochetismo,masculine,pinochetism
pintoresquismo,masculine,picturesqueness
pinzamiento,masculine,clamping
piragüismo,masculine,canoeing
piso,masculine,floor
placaje,masculine,plating
placentario,masculine,placental
plagiario,masculine,plagiarist
planeamiento,masculine,planning
planeta,masculine,planet
planetario,masculine,planetarium
planisferio,masculine,planisphere
plano,masculine,plane
planteamiento,masculine,approach
plaquetario,masculine,platelet
plasma,masculine,plasma
plato,masculine,plate
platonismo,masculine,platonism
plazo,masculine,term
plegamiento,masculine,folding
plenario,masculine,plenary
plenipotenciario,masculine,plenipotentiary
pleno,masculine,full
plomo,masculine,lead
plumaje,masculine,plumage
pluralismo,masculine,pluralism
plurilingüismo,masculine,multilingualism
pluripartidismo,masculine,multipartyism
plástico,masculine,plastic
poblamiento,masculine,settlement
poder,masculine,power
poema,masculine,poem
poemario,masculine,poetry collection
polimorfismo,masculine,polymorphism
polisario,masculine,polisario
polo,masculine,polo
polvo,masculine,dust
populismo,masculine,populism
poquito,masculine,little bit
porcentaje,masculine,percentage
porno,masculine,pornography
portaequipaje,masculine,luggage rack
portal,masculine,portal
portero,masculine,doorman
portuario,masculine,port-related
posibilismo,masculine,possibilism
posicionamiento,masculine,positioning
positivismo,masculine,positivism
posmodernismo,masculine,postmodernism
posoperatorio,masculine,postoperative
postmodernismo,masculine,postmodernism
postoperatorio,masculine,postoperative
potaje,masculine,stew
pozo,masculine,well
practicaje,masculine,practice
pragmatismo,masculine,pragmatism
preacuerdo,masculine,pre-agreement
precalentamiento,masculine,preheating
precario,masculine,precarious
precio,masculine,price
preciosismo,masculine,preciosity
preciso,masculine,precise
preconcepto,masculine,preconception
precontrato,masculine,pre-contract
predicamento,masculine,predicament
predominio,masculine,predominance
prefiero,masculine,prefer
pregunto,masculine,ask
prelanzamiento,masculine,pre-launch
premio,masculine,prize
premonitorio,masculine,premonitory
prendario,masculine,pledger
prendimiento,masculine,seizure
preoperatorio,masculine,preoperative
preparatorio,masculine,preparatory
presbiterio,masculine,presbytery
presentimiento,masculine,presentiment
presentismo,masculine,presentism
presento,masculine,submit
presidencialismo,masculine,presidentialism
presidiario,masculine,prisoner
preso,masculine,prison
prestatario,masculine,borrower
prestigio,masculine,prestige
presupuestario,masculine,budgetary
presupuesto,masculine,budget
pretexto,masculine,pretext
pretorio,masculine,pretorium
pretratamiento,masculine,pre-treatment
preuniversitario,masculine,pre-university
preventorio,masculine,preventive detention center
previo,masculine,previous
priapismo,masculine,priapism
primario,masculine,primary
primitivismo,masculine,primitivism
primo,masculine,cousin
principio,masculine,principle
prioritario,masculine,priority
prisionero,masculine,prisoner
privilegio,masculine,privilege
probatorio,masculine,probatory
problema,masculine,problem
procedimiento,masculine,procedure
procesador,masculine,processor
procesamiento,masculine,processing
proceso,masculine,process
producto,masculine,product
profesionalismo,masculine,professionalism
profundo,masculine,deep
prognatismo,masculine,prognathism
programa,masculine,program
progresismo,masculine,progressivism
progreso,masculine,progress
prohibicionismo,masculine,prohibitionism
proletario,masculine,proletarian
promedio,masculine,average
prometo,masculine,promise
promisorio,masculine,promissory
promontorio,masculine,headland
prontuario,masculine,dossier
pronunciamiento,masculine,pronouncement
propiciatorio,masculine,propitiatory
propietario,masculine,owner
propuesto,masculine,proposal
propuso,masculine,proposed
propósito,masculine,purpose
prosecretario,masculine,deputy secretary
proselitismo,masculine,proselytism
protagonismo,masculine,protagonism
proteccionismo,masculine,protectionism
protestantismo,masculine,protestantism
protocolario,masculine,protocolary
protocolo,masculine,protocol
protonotario,masculine,chief notary
provincialismo,masculine,provincialism
provincianismo,masculine,provincialism
provisorio,masculine,provisional
proxenetismo,masculine,pimping
proyecto,masculine,project
préstamo,masculine,loan
psicologismo,masculine,psychologism
psiquismo,masculine,psychism
publicitario,masculine,advertising-related
puente,masculine,bridge
puerperio,masculine,puerperium
puerto,masculine,port
pugilismo,masculine,boxing
pujolismo,masculine,pujolism
pulimento,masculine,polish
pulso,masculine,pulse
puntaje,masculine,score
puntillismo,masculine,pointillism
punto,masculine,point
purgatorio,masculine,purgatory
purismo,masculine,purism
puritanismo,masculine,puritanism
puro,masculine,pure
puto,masculine,bastard
párrafo,masculine,paragraph
quebrantamiento,masculine,breakdown
quedo,masculine,stay
queso,masculine,cheese
quietismo,masculine,quietism
quinario,masculine,quinquennial
quincenario,masculine,quinquennial
quito,masculine,quito
racionalismo,masculine,rationalism
racionamiento,masculine,rationing
racismo,masculine,racism
radiador,masculine,radiator
radicalismo,masculine,radicalism
radiocontrol,masculine,radio control
raje,masculine,raj
ramaje,masculine,branches
rango,masculine,rank
raquitismo,masculine,rickets
rastrillaje,masculine,raking
rayo,masculine,ray
razonamiento,masculine,reasoning
reabastecimiento,masculine,resupply
reaccionario,masculine,reactionary
reacomodamiento,masculine,rearrangement
reacondicionamiento,masculine,reconditioning
reactor,masculine,reactor
reagrupamiento,masculine,regrouping
realineamiento,masculine,realignment
realismo,masculine,realism
realojamiento,masculine,rehousing
reaprovisionamiento,masculine,restocking
reasentamiento,masculine,resettlement
reavivamiento,masculine,revival
rebaje,masculine,discount
reblandecimiento,masculine,softening
recalentamiento,masculine,reheating
receptor,masculine,receiver
recetario,masculine,prescription book
rechazo,masculine,rejection
recibimiento,masculine,reception
recibo,masculine,receipt
reciclaje,masculine,recycling
recinto,masculine,enclosure
reclamo,masculine,claim
reclinatorio,masculine,reclining room
reclusorio,masculine,prison
reclutamiento,masculine,recruitment
recogimiento,masculine,collection
reconocimiento,masculine,recognition
recopilatorio,masculine,compilation
recordatorio,masculine,reminder
recrecimiento,masculine,regrowth
recrudecimiento,masculine,recrudescence
rectángulo,masculine,rectangle
recuadro,masculine,frame
recubrimiento,masculine,coating
recuerdo,masculine,memory
recurso,masculine,resource
redescubrimiento,masculine,rediscovery
redimensionamiento,masculine,resizing
redireccionamiento,masculine,redirection
rediseño,masculine,redesign
reduccionismo,masculine,reductionism
reemplazamiento,masculine,replacement
reemplazo,masculine,replacement
reentrenamiento,masculine,retraining
reequipamiento,masculine,re-equipping
refectorio,masculine,refectory
refinamiento,masculine,refinement
refinanciamiento,masculine,refinancing
reformatorio,masculine,reformatory
reformismo,masculine,reformism
reforzamiento,masculine,reinforcement
refractario,masculine,recalcitrant
refrescamiento,masculine,refreshing
refrigerio,masculine,refreshment
refugio,masculine,shelter
regalismo,masculine,royalism
regeneracionismo,masculine,regenerationism
regimiento,masculine,regiment
regionalismo,masculine,regionalism
registro,masculine,register
reglaje,masculine,adjustment
reglamentario,masculine,regulatory
reglamento,masculine,regulation
regreso,masculine,return
regulatorio,masculine,regulatory
reino,masculine,kingdom
rejuvenecimiento,masculine,rejuvenation
relacionamiento,masculine,relationship
relajamiento,masculine,relaxation
relaje,masculine,relaxation
relanzamiento,masculine,relaunch
relativismo,masculine,relativism
relato,masculine,narrative
relevamiento,masculine,survey
relicario,masculine,reliquary
reloj,masculine,clock
remedio,masculine,remedy
remordimiento,masculine,remorse
remoto,masculine,remote
remozamiento,masculine,renovation
renacimiento,masculine,renaissance
rendimiento,masculine,performance
rentismo,masculine,rentierism
renunciamiento,masculine,resignation
reordenamiento,masculine,rearrangement
repartimiento,masculine,distribution
reparto,masculine,distribution
repechaje,masculine,repechage
repertorio,masculine,repertoire
repito,masculine,repeat
replanteamiento,masculine,reassessment
repoblamiento,masculine,repopulation
reportaje,masculine,reportage
reporterismo,masculine,journalism
reposicionamiento,masculine,repositioning
repositorio,masculine,repository
repostaje,masculine,refueling
represamiento,masculine,seizure
reprocesamiento,masculine,reprocessing
republicanismo,masculine,republicanism
requerimiento,masculine,requirement
requisito,masculine,requirement
resarcimiento,masculine,compensation
resentimiento,masculine,resentment
reservorio,masculine,reservoir
respaldo,masculine,backing
respeto,masculine,respect
respiratorio,masculine,respiratory
resquebrajamiento,masculine,cracking
restablecimiento,masculine,restoration
restaurante,masculine,restaurant
resto,masculine,rest
resuelto,masculine,resolved
resultado,masculine,result
resumen,masculine,summary
resurgimiento,masculine,resurgence
retiro,masculine,retirement
reto,masculine,challenge
retorcimiento,masculine,twisting
retorno,masculine,return
retraimiento,masculine,retreat
retraso,masculine,delay
retrato,masculine,portrait
reumatismo,masculine,rheumatism
revanchismo,masculine,revanchism
revestimiento,masculine,coating
revisionismo,masculine,revisionism
